#,Player,Team,GP_x,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,TEAM,AGE,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP_y,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%,HEIGHT,Position,SALARY
5,Rudy Gobert,UTA,59,31.1,5.5,8.2,0.671,0.0,0.1,0.0,3.4,5.5,0.618,1.6,2.4,3.4,10.2,13.6,1.3,0.5,2.8,14.4,UTA,28,258,None,France,2013,1,27,60,14.5,13.5,1.3,15.8,10.8,28.3,16.6,68.2,6.0,85,C,27525281
6,Joe Ingles,UTA,55,27.4,4.2,8.1,0.517,2.8,5.8,0.487,1.1,1.3,0.857,1.6,1.9,0.4,3.3,3.7,4.4,0.7,0.2,12.3,UTA,33,220,None,Australia,Undrafted,Undrafted,Undrafted,56,12.2,3.7,4.4,11.5,1.5,11.1,15.9,70.0,22.4,80,SG,10863637
7,Royce O'Neale,UTA,59,32.0,2.4,5.5,0.439,1.5,3.9,0.375,0.6,0.7,0.857,1.1,2.7,1.2,5.8,7.1,2.5,0.8,0.5,6.9,UTA,27,226,Baylor,USA,Undrafted,Undrafted,Undrafted,60,6.9,7.1,2.6,9.8,3.9,16.8,9.3,59.2,10.2,76,PF,8500000
8,Georges Niang,UTA,60,14.5,2.1,5.0,0.433,1.5,3.6,0.41,0.1,0.1,1.0,0.7,1.6,0.3,2.1,2.4,0.8,0.3,0.1,5.9,UTA,27,230,Iowa State,USA,2016,2,50,61,6.1,2.5,0.7,13.0,2.6,12.7,16.6,58.9,7.0,79,SF,1783557
9,Derrick Favors,UTA,56,15.5,2.3,3.7,0.617,0.0,0.0,0.0,1.0,1.3,0.74,0.6,2.2,2.0,3.4,5.4,0.7,0.5,1.0,5.5,UTA,29,265,Georgia Tech,USA,2010,1,3,57,5.4,5.5,0.7,2.3,13.0,21.6,12.9,64.8,6.5,81,C,9258000
10,Ersan Ilyasova,UTA,10,8.7,1.2,3.1,0.387,1.0,2.4,0.417,0.3,0.3,1.0,0.4,1.6,0.4,1.3,1.7,0.2,0.7,0.2,3.7,UTA,33,235,None,Turkey,2005,2,36,11,4.1,1.7,0.2,1.1,4.0,15.3,18.5,60.3,3.1,81,PF,0
12,Miye Oni,UTA,44,9.1,0.7,1.9,0.353,0.6,1.7,0.333,0.1,0.1,0.833,0.3,1.2,0.4,1.2,1.6,0.4,0.1,0.2,2.0,UTA,23,206,Yale,USA,2019,2,58,44,2.0,1.6,0.4,8.6,4.5,11.0,10.7,51.3,5.5,77,SG,1517981
13,Elijah Hughes,UTA,13,3.6,0.6,1.7,0.364,0.5,1.3,0.353,0.2,0.3,0.75,0.5,0.1,0.0,0.5,0.5,0.3,0.1,0.1,1.9,UTA,23,215,Syracuse,USA,2020,2,39,13,1.9,0.5,0.3,-34.3,0.0,12.5,26.5,52.6,17.4,77,SF,898310
14,Jarrell Brantley,UTA,21,4.5,0.7,1.6,0.455,0.3,1.0,0.35,0.1,0.1,1.0,0.1,0.7,0.3,0.7,1.0,0.3,0.1,0.1,1.9,UTA,24,250,College of Charleston,USA,2019,2,50,21,1.9,1.0,0.3,-4.5,5.8,12.1,16.4,57.6,10.3,77,PF,0
15,Juwan Morgan,UTA,23,4.9,0.5,1.0,0.5,0.1,0.5,0.273,0.1,0.3,0.429,0.1,0.8,0.3,0.7,1.0,0.3,0.2,0.0,1.2,UTA,24,232,Indiana,USA,Undrafted,Undrafted,Undrafted,23,1.2,1.0,0.3,-31.0,5.1,13.4,9.9,55.8,10.4,79,SF,1517981
16,Trent Forrest,UTA,18,6.0,0.4,1.1,0.4,0.0,0.2,0.0,0.1,0.1,1.0,0.4,0.3,0.0,0.4,0.4,1.1,0.2,0.1,1.0,UTA,22,210,Florida State,USA,Undrafted,Undrafted,Undrafted,19,0.9,0.4,1.1,-21.1,0.0,7.0,11.4,43.1,26.3,76,SG,0
17,Udoka Azubuike,UTA,12,4.1,0.3,0.6,0.571,0.0,0.0,0.0,0.3,0.5,0.667,0.2,0.7,0.3,0.8,1.1,0.0,0.1,0.3,1.0,UTA,21,280,Kansas,Nigeria,2020,1,27,12,1.0,1.1,0.0,-60.9,7.4,16.4,10.7,62.2,0.0,82,C,1977000
1,Bradley Beal,WAS,51,35.5,11.0,22.6,0.484,2.2,6.4,0.351,7.0,7.7,0.899,3.3,2.4,1.2,3.7,4.8,4.6,1.2,0.4,31.1,WAS,27,207,Florida,USA,2012,1,3,52,31.4,4.8,4.6,-1.7,3.3,9.8,33.5,59.6,21.3,75,SG,28751775
2,Russell Westbrook,WAS,53,35.6,8.3,18.8,0.439,1.3,4.1,0.315,3.9,6.3,0.624,5.0,2.8,1.6,9.4,11.0,10.9,1.3,0.3,21.8,WAS,32,200,UCLA,USA,2008,1,4,54,21.8,11.0,11.0,-3.5,4.4,24.3,30.2,50.1,46.8,75,PG,41358814
3,Thomas Bryant,WAS,10,27.1,5.9,9.1,0.648,0.9,2.1,0.429,1.6,2.4,0.667,1.1,3.1,1.8,4.3,6.1,1.5,0.4,0.8,14.3,WAS,23,248,Indiana,USA,2017,2,42,10,14.3,6.1,1.5,-2.1,6.3,16.3,16.3,70.4,7.9,82,C,8333333
4,Rui Hachimura,WAS,47,31.7,5.2,11.2,0.467,0.8,2.5,0.316,2.3,3.0,0.759,1.3,2.2,0.9,4.8,5.7,1.5,0.8,0.1,13.5,WAS,23,230,Gonzaga,Japan,2019,1,9,48,13.5,5.7,1.5,-4.0,2.6,14.5,17.7,54.4,6.5,80,PF,4692840
5,Davis Bertans,WAS,45,24.8,3.4,8.4,0.407,3.0,7.5,0.404,1.7,1.9,0.885,0.6,2.4,0.3,2.7,3.0,0.9,0.6,0.2,11.6,WAS,28,225,None,Latvia,2011,2,42,46,11.6,3.1,0.9,1.2,1.3,10.1,15.1,63.2,4.6,82,SF,15000000
7,Robin Lopez,WAS,60,19.6,3.6,5.8,0.633,0.1,0.3,0.278,1.4,2.0,0.708,1.1,1.6,2.0,1.9,3.9,0.8,0.2,0.6,8.8,WAS,33,281,Stanford,USA,2008,1,15,60,8.8,3.9,0.9,-2.7,9.5,9.3,16.1,66.2,6.4,84,C,7300000
11,Deni Avdija,WAS,54,23.3,2.4,5.8,0.417,1.0,3.1,0.315,0.5,0.8,0.644,0.6,2.6,0.4,4.4,4.9,1.2,0.6,0.3,6.3,WAS,20,210,None,Israel,2020,1,9,54,6.3,4.9,1.2,-2.1,1.7,18.1,11.8,51.5,6.4,81,SF,4469160
12,Ish Smith,WAS,32,20.2,2.6,6.2,0.41,0.4,1.1,0.361,0.4,0.7,0.522,1.0,1.3,0.5,2.8,3.3,4.2,0.7,0.3,5.9,WAS,32,175,Wake Forest,USA,Undrafted,Undrafted,Undrafted,33,5.9,3.2,4.3,1.8,2.2,12.8,15.1,44.9,27.6,72,PG,6000000
13,Garrison Mathews,WAS,54,17.3,1.6,3.9,0.414,1.3,3.2,0.391,1.3,1.4,0.897,0.2,1.8,0.3,1.2,1.5,0.5,0.5,0.1,5.8,WAS,24,215,Lipscomb,USA,Undrafted,Undrafted,Undrafted,55,5.7,1.5,0.5,-6.9,1.6,6.5,11.0,63.2,3.4,77,G,0
18,Cassius Winston,WAS,18,5.1,0.7,1.7,0.419,0.4,0.9,0.5,0.3,0.3,0.833,0.1,0.4,0.0,0.5,0.5,0.6,0.1,0.1,2.2,WAS,23,185,Michigan State,USA,2020,2,53,18,2.2,0.5,0.6,-18.4,0.0,9.1,16.7,58.0,21.6,73,PG,0
19,Isaac Bonga,WAS,37,11.3,0.8,2.1,0.385,0.4,1.2,0.283,0.1,0.2,0.625,0.6,1.6,0.5,1.3,1.8,0.6,0.3,0.2,2.1,WAS,21,180,None,Germany,2018,2,39,37,2.1,1.8,0.6,-2.9,4.3,10.0,10.1,47.8,7.1,80,G,1663861
20,Anthony Gill,WAS,20,6.5,0.7,1.5,0.433,0.2,0.8,0.235,0.2,0.2,0.8,0.3,0.8,0.6,1.3,1.9,0.3,0.2,0.1,1.7,WAS,28,230,Virginia,USA,Undrafted,Undrafted,Undrafted,21,2.2,2.0,0.3,-13.4,9.2,17.4,13.4,59.3,6.9,79,PF,898310
